"inclS","PRI","covS","covU","cases","path"
0.743830673701151,0.616680009511145,0.264278231196407,0.155175775246471,"120; 136; 44,19; 72; 43","~STRUCT"
0.787949781084553,0.688112502480449,0.241279936581798,0.132177480631862,"179,173,177; 142,147,156,3,46","~AI_CAP*~CULT*~SIZE"
