"inclS","PRI","covS","covU","cases","path"
0.761917977459954,0.514333378325986,0.417920906420175,0.231141172905955,"76,80,67,112,61,109,157,71,106,153,111,154,101,184,126,105,69,78,181,125,174,186,164,167,146","AI_CAP*CULT*STRUCT*~DYN"
0.768565872717581,0.54664756159838,0.372956352981003,0.186176619466783,"36,49,15,20,2,25,17,26,24,122,12,30,121,21,22,59,54,55,11,31,33,27,23","~AI_CAP*CULT*STRUCT*DYN"
